;music_pop;gardening;music_pop;gardening;sport_stuff;music_pop;makup_beauty;both_toy;hightec;music_pop
single_men;0;0;0;0;0;2,10310213179472;0,5;0;3,96071063026819;0
young_men;0;0;0;0;0;0;0;0;4,70508743576011;0
single_women;3,22085604407864;0,5;2,79912260305096;0;0;0;0;0,920542865721762;0;0
mother;0;0;0;0;1,36049418261298;0;3,53934215453423;0;2,0630362509112;1,50680477917511
single_women;0;0;0;0;3,54798096490464;0;4,48604017006515;1,42490284094815;0;2,73462266648869
single_men;0;0;0;0,928116006044725;0;0;0,5;2,02289681091108;0;3,32124252213223
single_men;0;0;1,43139373251768;0,803712119256944;0;0;0;0;0;0
single_women;0;0;3,41408593133748;0,5;0;0;0;1,53185657017485;0;3,10692062327029
single_men;0;0;0;0;0;1,74642332072669;0;0;4,84602382026893;0
old_women;0;0,129925161600113;0;1,46253467652133;0;0,5;0;2,80539084868757;0;0
single_women;3,5533377437635;0,5;0;0;3,47343034272708;1,50556594808845;0;0;0;2,59613074064075
mother;1,81800088790152;0;0,993931872767364;0;0;0;0;0;0;1,35736306051601
old_women;0;2,6770950009474;0;0;0;0;4,66738101731398;0;0;0,5
single_men;3,91733596796046;0;1,19531819792246;0,757620705178762;4,54725898315537;0;0,5;2,1172903457737;0;0
single_men;0;0;0;0;3,42072359119576;0;0;0;3,21925209845381;0
mother;0;0,737674579833483;1,98481901548096;0;0;1,78288279230841;0;0;0;0,909459255826408
mother;1,02719971911386;1,1954131569692;0;0,959752462319915;1,96809487741817;1,31966328565947;3,33501174828737;0;4,23197542653977;1,44313224542101
single_men;2,45182863597378;0;3,14651933086408;0;3,79280167854987;3,1498346222331;0;0;4,08776931980987;0
single_men;3,16922727561054;0;0;0,777127772931535;2,03085446357727;2,46711680687364;0,5;0;3,81146671753911;2,89545562905048
old_men;0,5;4,27025978698873;0;0;1,76086712012108;0;0;1,66469561409424;0;0
young_women;0;0;0;0;0;1,87968736927942;0;0;0;2,67497175078605
old_men;0,5;4,74516748392264;0;4,58687302776932;0;0,5;0;1,14767530427672;0;0
old_men;0,5;0;0,5;4,66828102928972;1,09984626346261;0,5;0;1,98220879304326;0;0
single_women;0;0;1,63246420008711;0;3,14177764865653;1,16786377279454;0;0;3,82950276314723;3,41606570473689
mother;0;2,39496338758383;1,86066726588675;2,05677709102481;0;0;0;2,00748389121493;2,79697338435658;1,81572432807448
father;3,61462326655845;3,59442849065849;2,67362744671927;3,74473179212992;0;0;0,5;0,354842931032181;4,6451982416423;0
single_women;1,09637912926096;0;0;0;3,29495088536989;0;0;0;0;0
father;2,6176745633677;0;0;3,75490077573569;0;0;0;2,07487044160947;0;0
mother;0;3,10150022902596;0;0;0;0;0;0;2,76701649453818;0
young_women;1,9741593492097;0;0;0;0;0;0;0,5;4,27874959366338;0
old_men;0;4,9614302683442;0;0;0;0;0;0;2,79680599961281;0,5
single_women;1,15106663859965;0,5;2,61805712041355;0;0;2,91582899583309;4,73428134468118;1,19272217698988;0;0
single_women;0;0;0;0;0;0;0;1,50418569008083;0;1,59055380131609
single_women;1,40962034343258;0;0;0;0;0;0;0;0;2,94915522772314
old_women;0,5;0;0;0;1,64421029442186;0;2,53799519619811;0;1,42176922872745;0,5
mother;0;0;0;0;1,83369436945473;1,18680697432105;3,24103329388473;2,98812587232707;0;1,23351216536644
mother;0,880226938929514;0;0;3,39881839388926;0;0;0;0;0;0
father;0;0;0;2,45989435047838;1,92829753687992;0;0,5;2,13522303716057;2,65472221374512;3,75416313705694
old_men;0;4,30086577837396;0;0;1,66558712751865;0;0,5;1,50190979032866;3,26267550129568;0,5
single_men;3,417138964132;0,845990437942553;0;0,564438551694359;4,02259414131874;0;0,5;0,683960045773517;0;0
boys;1,81234258148463;0;0;0;0;0;0,5;0;0;0
single_men;0;0;0;0;0;0;0;0;0;0
boys;0,653788605078025;0;0;0,5;0;0,548839495307226;0;0;1,83942378910232;0
young_women;0;0;0;0,834481605484375;0;2,20806801095981;0;0;0;0
father;0;0;0;0;1,94319953906499;0;0;1,00625722017431;4,77436940268351;0
old_men;0;0;0,5;0;0;0,5;0;1,34592928055019;3,47527446410399;0
father;0;0;0;4,23646899696275;2,63189969753469;0;0,5;0;3,96509579707174;0
single_women;3,65701388691413;0;2,37056231981635;0,5;0;0;0;0;0;3,95209735909109
mother;0;0;0;3,2555766828617;0;0;0;0;4,49806545418597;0,746471021671999
old_men;0,5;0;0,5;0;0;0;0;0;0;0,5
single_women;2,33055838073164;0;0;0;0;0;4,24377544002783;1,77032745642137;0;0
single_women;3,78729721521367;0;1,31243339288627;0;0;0;0;0;0;0
single_men;0;0;1,16238367557526;0,871587238214718;0;1,47511777257319;0;0;0;3,99954587127992
single_women;3,28371910531247;0;0;0,5;0;1,15752658394981;4,47730426698798;0;0;1,52828559676571
mother;0;3,61608073516566;1,90816338728562;2,57328148399167;0;0;3,57264109215356;2,69290967038502;0;0
girls;0;0;0;0;0;0;2,63232979207874;0;1,94373923048551;0,5
single_men;0;0,578651374708233;2,33284919258805;0;4,23951447254024;3,09633512752891;0;0;0;2,00956525560914
mother;0;3,62912940333091;0;0;0;0;0;0;0;0
young_men;0;1,880805762662;0;0;0;0;0;0,5;4,19945318773363;2,38193576986992
single_women;0;0;0;0;0;3,21636563083919;0;0;0;0
mother;0,757646192683674;1,955946018666;0;0;0;0;0;0;0;0
single_men;0;0;0;0;0;0;0;1,14011302573612;4,03824190471239;3,96575664820418
old_men;0,5;0;0;0;0;0;0;1,79087278842501;0,502407389228422;0
single_women;2,48607241384968;0;1,53099799600011;0;3,62588129454566;0;4,35827544581065;0;0;3,44634400841144
mother;1,86296068730902;3,37010927003348;0;0;0;0;0;0;0;1,23984211717725
single_women;0,41603696346283;0;0;0,5;0;0;4,29327629799641;1,06614464943583;3,17343402615443;1,24774777889252
mother;0;0;0;1,15648784239613;1,61696469067455;0;0;2,3340177574819;0;0
old_men;0;4,59366878894794;0;0;0;0;0,5;0;0;0,5
single_women;0;0;0;0,5;3,06078515856563;0;0;1,09874041522794;0;0
boys;0,924757132970149;0,5;1,470459971796;0;3,23292756324305;0;0,5;0;0;0
single_women;2,94963386233413;0;0;0;0;0;0;0;3,78569567007278;1,65460394539619
boys;0,50896257348776;0;0;0;2,88864275388822;0;0,5;0;0,638661929005134;0
old_women;0;0;0,5;0;0,855350697112899;0,5;3,20102993222001;1,29370312196841;1,66058444425491;0,5
old_women;0;0;0;0;1,70060982354945;0;0;2,2805159908163;2,23234063863398;0
young_women;2,44141086071795;0,990508858342892;0;0;4,2606408350452;1,89147901855944;4,02562974627392;0;3,07155294999087;0
single_women;1,84958782133161;0;3,76452879084485;1,5;0;0;0;1,13181229686915;0;1,18346222498615
single_men;1,41750501395087;0,86681461467725;0;0,573349501273292;0;2,97321608288829;0,5;0;0;2,08748745363554
father;0;0;2,60144928731092;0;0;0;0;1,35856701170959;3,31402431722452;0
old_women;0;0;0,5;0;1,08449961411976;0;2,18610832336643;0;0;0,5
mother;0;0;0;0;0;0,515108779312628;0;2,084557056427;0;0,990438046162221
girls;0,5;0,5;0,5;0,5;2,48845238354451;0;0;2,67178030529608;0,680070765167508;0
mother;0;0;0;0;0;1,99047587881353;0;0;3,92213201100106;0
mother;0;2,68747753076604;0;0;1,69214477329149;0;0;3,29784403243002;0;0
old_women;0,5;2,46887644681562;0,5;2,23794870578588;1,69270192677747;0,5;3,13343740447119;0;0;0,5
father;1,39152511925973;0;0;0;0;1,89229226852408;0,5;0;0;0
old_men;0;4,67805203966706;0,5;0;0;0,5;0;0;0;0
single_men;0;0;0;0;0;0;0;0;0;0
single_men;1,27401043161471;0;1,09280468900353;0;5;0;0,5;0;0;3,00028088083504
young_women;1,47497109718387;0;0;0;0;0;0;0;2,74065895599344;0
single_women;0;0;0;0,5;0;0;0;1,36181453562426;0;0
single_women;0;0,5;0;0,5;3,57432427051213;0;0;0;0;0
mother;1,07918030958585;2,16855546444122;1,88706112950438;0;0;0;0;2,28336751846753;4,95681521946416;1,89506865567298
young_men;0;0;0;0;4,6647629737854;0;0;0;0;2,2713587173593
single_women;0;0,5;2,39788395045227;0;0;0;0;0;0;0
mother;0;0;0;1,67114016957168;1,03349464574526;1,2772673057752;1,75066557794375;0;0;0
girls;0,5;0;0;0,5;0;0,5;2,64714363666584;3,08439807085525;1,8913416529034;0
young_women;1,41669554934683;0,947062216674472;0;0,509189544017049;0;2,92294358365375;0;0;0;0
mother;0;2,1969939543386;1,69696226864912;0,819041964048074;1,64420304337712;0;3,8283074269203;0;4,4738973944792;0
single_women;0;0,5;0;0;3,23952691826947;0;4,71659059529965;0;2,98478705202452;0
boys;0;0;0;0;3,20355301220135;0;0;0;1,32340467736284;1,56991121315859
single_men;1,27909446241292;0;0;0;0;0;0,5;0;3,04445104768707;2,49627910763783
old_men;0,5;0;0;4,57705471132745;0;0,5;0,5;0;3,09239752431977;0
young_women;1,17925989356789;0;0;0;0;0;4,81460578405047;0,5;0;0
single_women;0;0,5;0;0,5;0;0;4,48352158138692;0,540467213858137;0;0
young_men;0;0;3,48858940763799;0;4,71929460843992;3,32186025442642;0;0;4,48969955765163;0
old_women;0;0;0,5;1,70689291912452;1,73144018521134;0,5;0;3,89354999707711;0;0
mother;0;2,94524384124449;0;0;0;0;0;0;0;0
single_men;0;0,936472062923234;1,13147818396402;0;3,07737436149147;3,70198973487224;0;2,70985102686558;0;0
mother;0;0;1,22708331059063;0;0;1,42915950735526;3,04463609636046;3,31852255357361;0;0,54082861567886
mother;2,77263879776001;0,828189487023367;0;0;0;0,716571587704388;0;0;2,61144689359304;1,29349451455916
young_women;2,8290444118106;0,861161748814006;2,20578507110746;0;0;1,70659993156167;4,55164051593823;0;0;0
mother;0,51032946841341;0;0;0;1,07723224399482;0;0;0;0;0
boys;1,72438810170832;0;0;0,5;2,97107141510168;1,87782340048711;0,5;0;1,77514813620371;0,996852389768163
young_women;0;0;0;0;0;2,68636599541007;4,8509506447478;0,5;4,56574863640859;1,13245038973747
single_men;2,27517138620614;0;2,7948253144486;0;0;0;0;1,42434116449409;0;3,35902867250099
old_women;0;0;0;2,40587387043325;1,0448648398951;0,5;0;0;0;0
young_men;2,38465164340318;0;0;0;4,69097657301043;1,53338551521301;0;0,5;4,45709370563603;3,63680915610716
girls;0;0;0;0;0;0;4,61543231160167;0;0;0
old_men;0;0;0;0;1,34481343363636;0;0;1,95871004017941;0;0,5
mother;0;1,00520724733603;1,68581948740679;2,65234182176755;0;0;2,27732013178864;0;0;1,75046561344083
old_women;0,5;0;0,5;0,947000800840091;0;0,5;0;0;1,64200783480984;0
old_women;0;0;0;0;0;0;0;3,49966177134759;0;0
old_women;0,5;0;0;0;1,67499724271474;0,5;0;1,7121024963968;0;0
old_men;0;0;0;0;0;0;0;0;0;0
mother;0;1,33977946771299;0,702774322686146;1,57488635628246;0;1,85694033785581;2,48403023019621;0;4,35402491099854;0
single_women;0;0;0;0,5;3,11440038593225;0;0;0;0;0
boys;0;0;0;0,5;0;0;0;0;0,942647166057791;0,56321732027606
girls;0;0;0;0;0;0;0;2,39352168347385;1,39496757015352;0
father;3,17231492845915;0;0;0;0;0;0,5;2,74606733943618;0;0
mother;0;0;1,66483868060859;0;0;0,502110169270127;0;3,21622037887573;0;0
single_men;3,06411084070062;0;1,3243947179636;0;4,54616427866098;0;0,5;0;0;2,42270333013623
old_men;0;4,5572395518223;0;0;0;0,5;0,5;0;2,32703102232284;0,5
single_women;2,22979815780641;0;0;0;0;0;4,99333957815233;0,664692223381573;2,5431066502552;0
single_men;1,99465523846199;0;0;0;0;0;0,5;0;3,16658954330096;0
father;1,2999772323761;0;0;0;0;1,32774743033934;0;0;3,50091107678642;0
single_men;2,62506289809247;0;0;0;4,29657202367511;0;0;1,99459664430218;0;0
mother;0;0;1,29680656073466;0;1,44006822558123;1,81566146729312;3,36806593992192;2,34720508211628;0;0
young_women;0;0,753673361266811;2,60557904914281;0,755705242862788;4,9482325091717;2,74189952842048;0;0;0;0
single_women;0;0,5;0;0,5;0;0;0;0,673529206623104;2,82812123970507;1,65847914091241
old_men;0,5;0;0;0;0;0;0,5;0;0;0,5
mother;0;0;0;0,805110291719954;1,36559184098877;0;0;0;0;0
mother;0;0;1,82683261778524;0,946833338330888;0;0;0;0;2,78895474029191;0
single_men;2,87148337060189;0;0;0;0;0;0;0;2,83492588996887;3,2542255419559
girls;0;0;0;0;0;0;0;0;0;0,5
young_men;2,71323462050093;0;2,10395069145781;0;3,33386809673806;3,86510160279698;0;0;0;2,98358723846431
young_women;1,03117901088259;0;0;0;3,08493385188511;1,86618964693797;4,24628148006568;0;0;2,39886633651278
girls;0;0;0,5;0;0;0,5;0;3,74436873558181;0;0,5
single_women;0;0,5;3,2906832514753;0,5;0;3,37708135292729;0;0;3,64616818150793;1,4471365615945
young_men;2,32028352018459;0;0;0;4,67820868253624;0;0,5;0;4,84529808901497;0
girls;0,5;0,5;0,5;0,5;3,51620398718687;0,5;0;0;1,25835475314332;0
young_women;0;0;2,64212937822665;0;4,91328574340478;0;0;0,5;0;0
single_women;0;0,5;0;0;0;0;0;0;3,62269951758101;0
mother;0;1,70125956866018;1,95849010043707;0;1,05752047200572;1,31289385180589;2,98009506053296;2,83348169961641;0;0
young_women;0;0;1,84199420495052;0;3,44921351617631;2,5511891653534;4,77165922698176;0;0;0
father;3,08290188437463;4,65606946854669;0;2,75003768259196;1,91689093174268;1,19849753379822;0,5;0;0;1,21800269708876
single_men;0;0;2,69491357342103;0;4,79305162550558;0;0;0;3,44846709093473;0
father;0;3,36067495279046;0;0;2,30023371675063;0;0;0;4,72277382841463;0
young_men;0;0;3,37008273944728;0;3,08593330256917;0;0;0,5;4,61745770863139;0
mother;0;3,59771121647102;0;0,613619715028265;1,4860080804145;1,65291853442458;1,33283611309381;0;4,98799199610389;1,68970320103211
girls;0;0,5;0;0,5;0;0,5;0;3,54037407391722;0;0
old_men;0,5;4,4443618885448;0,5;0;1,55079578587357;0;0,5;1,69102115612059;3,03546072055374;0
father;0;4,37828164844694;3,01724863052368;0;1,9576637581725;0;0,5;2,71404863787538;3,4884998921717;0
old_men;0,5;4,7445170473049;0;0;0;0;0,5;0;0;0,5
single_women;0;0;0;0;3,87109650432649;3,60217908937585;4,16072735011611;0,860849183686473;0;0
mother;1,05824957348325;0;0;3,86764344031347;1,39827208705166;0;1,88873071683977;2,39797830134536;0;1,66441391369533
single_women;0;0,5;0;0;0;0;4,78344797938291;0;0;0
young_men;2,52201065911074;0;3,1623372264031;0;4,72896755567238;2,08315394356994;0,5;0,5;0;0
single_men;0;0;0;0,920612329114514;0;0;0,5;1,23870335856392;0;0
mother;0;0;0,880069809677112;2,44479780525193;0;1,96904933148485;0;0;3,65075558826828;0
young_women;2,41312229047209;0;2,31594842919891;0;3,45998207873664;0;0;0,5;3,8184364972722;0
father;2,08906948896547;2,7164614200592;0;0;0;3,14317385486475;0;0;4,04970076542799;0
old_men;0;0;0;4,5288217624318;0;0,5;0,5;0,589427566430265;0;0
father;1,27983132250599;0;3,21338261766982;3,00312941102457;0;0;0;2,46439420220647;0;0
young_men;0;0;0;0,812762138113734;0;0;0,5;0;0;0
single_men;2,30572262141189;0,64171981911255;0;0;0;0;0,5;0;0;1,01834445028489
father;0;0;0;0;1,22176171663299;0;0;1,284014515711;3,59391245459854;0
single_men;0;0,600948509807209;0;0;4,59656451437462;0;0,5;1,93163824287785;0;0
single_women;0;0,5;0;0,5;3,35528579929624;3,85232594788648;0;0;2,08689154781722;1,48820207290733
single_women;0;0,5;0;0;0;0;0;0,752084448585326;0;2,26086203021038
old_men;0;0;0;4,21779933116296;0;0;0;1,46962250441761;0;0
single_men;3,58375766667712;0;0;0;0;0;0;0;3,27601770603844;0
single_women;0;0;2,18903754101556;0;3,29113584770408;2,02846322163402;4,08031549075633;0;0;0
single_men;0;0;3,64008763788272;0;3,78413022718585;0;0;0;0;0
old_men;0,5;4,89964227001166;0;0;1,58623042124614;0;0;1,91147701484686;1,30177944121034;0
father;0;0;0;0;0;1,38495452161178;0;0;0;0
young_women;0;0,66595672427954;0,0833441168069839;0;0;0;0;0,5;0;1,53438844556659
single_women;0;0;0;0,5;3,19326473502129;0;0;1,43787034155702;0;0
girls;0,5;0;0;0;3,85550321166194;0;0;0;0;0,5
father;0;0;2,6076644950582;2,77866614133989;2,80014990819625;3,59049359317426;0;1,49859139812113;3,94387006803596;3,8888956927177
single_women;2,32783338908471;0,5;3,9422893826581;0,5;0;3,02859754116675;0;0;0;2,97009634971619
single_women;1,56831988532484;0;0;0,5;3,66761448731069;0;4,95465568776925;0;0;3,14844621864541
single_women;0;0,5;1,46843250629885;0;0;0;4,66176151654765;0;2,21923977239953;1,96660543697262
mother;0,705693662166595;2,39682710165942;1,1183771803595;0;0;0;0;0;0;0
father;3,22301848988189;0;0;0;1,27340230544722;2,36909150535664;0,5;0;3,14962526231521;2,84258070487649
single_men;3,53549730849243;0;0;0;0;3,71674323813838;0,5;0;4,8806226476471;2,94475194855814
father;0;4,63633802562781;0;0;0;0;0,5;0;3,73889814724163;1,53169450421431
mother;0;0;0;3,0926189052838;1,99330938746841;0;0;0;4,02370769950734;0
young_men;0;0;3,02091532993173;0,890540673812172;0;3,82387334658945;0;0;0;0
mother;1,81697457135514;0,983108791281985;0,56881132631973;1,76461692888505;0;0;0;2,31704962361467;4,69521594592147;0
single_men;1,11288509290334;0;3,65181096021636;0,974524482374324;4,81210338315559;0;0;0;0;0
father;3,61508950992259;0;0;0;0;0;0;0;3,27416478389602;0
young_women;0;0,99783595884118;1,3238744616154;0;0;0;0;0;0;2,98263654763933
mother;1,0535263528831;3,83077780382278;1,27899520787364;2,75549404986924;0;0;0;0;0;0,879538624724158
mother;0;0;1,67025718217262;0;0;0;0;2,50741186947907;0;0
young_men;0;0;0;0;0;0;0;0;4,27824706643738;2,47191141754012
single_women;3,21487757201068;0,5;1,0974802780419;0;0;0;0;1,08608140497752;0;1,26875984122453
single_women;0;0,5;3,28176894797095;0;0;0;4,96787948765228;1,27312011610396;0;0
girls;0,5;0;0,5;0;0;0,5;0;0;0;0
single_women;0;0;0;0;0;0;0;0;2,90868864995832;0
single_women;3,30306817838134;0;0;0;0;0;0;1,40088301380206;3,67789389736852;0
single_men;1,48558010183535;0,571486333418398;0;0,546639593339823;4,56017903404319;1,02856473253507;0;1,18142476174115;0;2,83961801363137
mother;0;0;0;0;1,69162208898534;0;0;0;4,16493518518514;1,46676182023564
mother;0;1,73838241106755;0;0;0;1,22606289420559;0;0;2,51181557332716;0
mother;1,59809132390567;1,71612024503579;0;0;0;0;0;2,23088573209517;4,29362707645336;0
single_women;2,71087371591054;0;2,26820782398256;0;3,66637907068542;0;0;0;2,03546257318718;0
single_men;2,62849449395598;0;1,26298252645088;0,684299531711405;0;3,52323145629989;0,5;0;0;1,5430252279821
old_men;0,5;4,74848418252006;0;4,71561502698605;0;0;0;1,07625650268805;0;0
father;2,21339696935071;3,66416746036344;1,34748892735107;0;0;0;0;2,99383993539672;0;0
father;3,10696649742637;0;1,75808570383027;0;0;2,08605451140835;0;0;3,38502666092712;0
girls;0;0,5;0;0;0;0;0;2,80870162174511;0;0
single_men;3,31898308932734;0;0;0,879722846848761;0;0;0,5;2,58629903015043;3,0192536814228;0
father;2,71916368497497;3,37827877671378;0;4,39679049020484;0;0;0;2,8653950346007;3,1055567823842;0
old_men;0;4,23193399013576;0;0;1,98935147979732;0;0,5;0,799909702176186;0;0,5
single_men;3,93118317934274;0;0;0;3,38237834367081;3,65258549137627;0,5;2,90780026996871;4,23723734414076;0
young_women;0;0,656622252499974;2,73435000504104;0;4,84960714627505;2,44262531932566;0;0,5;4,06592847316802;1,62858941621547
single_men;0;0,645563334294391;0;0,599997210362925;3,2650351227564;0;0;0;0;0
single_women;0;0,5;0;0;0;1,06027587506002;3,56141066551208;1,86138433979889;0;0
father;0;0;0;0;0;2,65610505717625;0;0;3,94829627729407;0
single_women;0;0;0;0;0;1,06660428180667;0;0;3,55395047345848;1,908129794946
single_men;0;0,715663767054521;2,63281130959876;0;3,79473061524086;1,74756619462164;0,5;0;4,9458890631543;2,86660669272142
single_men;0;0;0;0;3,62772138725394;3,51585147553862;0,5;2,38289657904901;4,6532157788301;3,81187562915118
boys;0,819620264377268;0,5;0;0;0;0;0;2,7328248427868;1,67677103014513;0
single_men;0;0;0;0;0;0;0,5;0,979757533399275;3,63863608829614;0
single_women;3,10665499097978;0;0;0,5;0;0;0;0;0;0
mother;0,808936107349087;0;1,43253741712893;0;1,21823187322273;1,78290270142392;0;0;0;1,98586075123672
mother;0,988888503978443;0;0;1,71010440248535;0;0,833709320208854;3,57082546994594;2,21611918425938;0;1,08550634076144
young_women;0;0;2,03676662176697;0,575921617716514;0;2,93101663977421;4,24409522127551;0,5;0;0
old_men;0;4,01016005781021;0,5;0;0;0;0;0,862300642236276;1,13974945835758;0,5
single_women;2,96604259869365;0;2,15834394616929;0;0;3,8925136532134;4,94526483209118;0;0;0
father;3,92367879018359;2,52008627379317;0;4,23699624102423;0;0;0,5;1,33810656067827;4,01530305529726;0
single_women;2,33127497757379;0;0;0;3,61001290083398;0;4,89887102828308;1,87109680654066;0;0
old_men;0,5;0;0;0;1,12804013030978;0,5;0;0;0;0
mother;0;0;0;3,79721941626501;1,90858888575276;0;0;0;0;0
father;0;4,0197185310627;0;0;0;0;0;0;0;1,37950033060252
old_women;0;1,52140913881427;0;0;0;0,5;0;0;0;0
old_women;0,5;2,61187314340466;0,5;0;0;0;3,87089459359222;2,69438395285717;0;0,5
old_women;0;0;0,5;0;0;0,5;2,16267149390777;1,96063287298225;0;0,5
old_men;0;4,63241360412557;0;4,81203577984685;0;0,5;0,5;0;3,85492628130826;0
boys;0;0;1,35411154984222;0;0;0;0;0,320200681686401;0;0
boys;1,60037364419567;0;1,11599043203331;0,5;0;0;0,5;2,4258251173542;0;1,51448272960935
single_women;2,80717784250489;0;1,0053120255495;0;3,22496793662429;0;0;0,623699527757102;2,53348294297861;0
old_women;0,5;1,88361239404586;1,5;0;0,664408037748378;0;3,49107832810426;0;0;0
old_women;0;0;0;0;1,45371345521589;0,5;0;0;2,19884373512997;0
young_women;0;0;1,06678635257612;0,711456868430347;0;2,49965994781799;0;0,5;0;0
single_men;1,66605040089509;0;0;0;0;0;0;1,7037993693742;3,986971616745;3,5353865989183
young_men;0;0,893609721629699;3,14883260854931;0;0;0;0;0;0;3,53669810295105
mother;1,93161129342933;0,957867252620807;0;3,52130850475342;0;0;0;0;0;0
young_women;0;0,936772935528668;0;0;3,14055006864506;2,94252122470295;4,22513675979578;0,5;0;2,74486044409911
young_men;0;1,5667779543748;0;1,60338318347931;4,62353771162384;3,28291659023749;0;0;0;2,44733832424848
young_men;0;0,611186679737264;0;0;0;3,65889526328952;0;0,5;0;3,56254053095474
single_women;0;0;0;0;0;1,42484682492206;0;0;3,94583699011516;1,62428936763866
old_women;0;2,99941265210482;0;0;0;0,5;0;0;0;0
old_men;0;0;0,5;4,64314511168895;1,09062418625253;0;0;1,43420099440692;0;0
father;3,42582824985768;3,73658654919667;2,44175893601112;0;1,27474609123298;1,59509094087178;0;2,40997601738664;4,11311849537916;0
young_men;0;0,668809904562687;0;0;0;0;0;0,5;3,29301571846008;0
father;2,7431321144104;0;3,81784619708445;0;0;3,39440346387886;0,5;0;4,4682808199284;3,98339780512424
single_women;1,40234760074054;0,5;3,55232537191004;0;0;0;0;0;0;0
boys;0,98223525797121;0;0;0,5;0;0;0;0;0;1,49092077579858
girls;0;0;0;0;0;0;0;0;0,518480976819285;0
father;3,01810727222734;0;3,01892728918182;3,37108986562634;2,13255629461843;0;0,5;0;0;0
young_men;0;0,744005084037781;2,74579623935083;1,47894895168904;4,52449939843477;0;0;0,5;0;0
single_women;2,68997986786532;0;3,28253566580011;0,5;0;0;4,64971971169567;0;2,7208475986127;3,44958984034582
single_women;0;0;0;0;0;0;0;0;0,922101736068726;0
young_women;1,92568497309726;0;2,84247150171663;0;4,20312245059904;0;0;0;0;1,55536346908443
mother;0,570193707942963;0;0;0;1,03043501872124;1,7588296380168;0;0;0;1,97537450421386
single_women;0;0,5;3,53318902595583;0,5;3,18336913510383;3,12938752264222;4,78119672591854;1,37289686518391;0;1,05979134378014
single_men;0;0;0,772474110126495;0;4,89166051703117;1,16439134029876;0,5;2,35904709825248;4,88392917061408;0
old_women;0;0;0,5;2,76656419912659;0,612919332977812;0;2,28241121782102;4,1280083656311;2,73528453485821;0
girls;0;0;0;0;0;0,5;0;0;0;0,5
father;0;0;0;0;0;1,31840353334248;0;1,02442773712074;4,1094293990682;2,1699549230607
single_men;0;0;0;0,955959850203227;0;0;0;0;4,84215599570524;2,583641041342
old_men;0;0;0,5;4,85301812032844;0;0,5;0;0;1,06550711140293;0,5
old_men;0;0;0;4,98509407043457;1,00318829575702;0;0;0;0;0,5
mother;0;0;0;1,67827464019799;1,97126585523191;0;1,33404610926939;0;0;1,68570428722804
mother;0;3,0690784512875;0;0;0;0;0;0;0;0,640105694364806
mother;1,72678314951564;2,4245274066925;0;2,00405761483314;1,01195337577348;1,40801149066911;0;3,2214111710067;2,32011424904695;0
single_women;2,34897417637937;0;0;0;0;3,39610353177232;0;1,90350588010787;2,13251454761835;0
young_women;0;0,745647326226182;0;0;3,56978139121541;2,3846237172301;4,80535963122051;0,5;2,06310877532843;0
single_men;3,88508036773888;0,720940622836789;0;0;4,10864110994555;0;0;0;3,57530400556294;0
single_women;3,89235994168201;0,5;0;0,5;0;0;0;0;0;2,33667493208157
single_men;0;0;0;0,902826617426624;0;1,40750792222447;0;0;0;1,19676055023296
single_men;1,98838858398999;0,552699957533134;2,83420200498505;0;4,96934453862223;2,3555556062402;0;1,73845428518879;0;0
mother;0;0;0;0;0;0;2,2905561152336;0;0;0
young_men;0;0;0;0;3,36229982895884;0;0;0,5;4,04442799931598;0
old_men;0;0;0;0;1,4073211869259;0;0;0;0;0,5
single_men;2,00726925814863;0;0;1,80913424491882;0;2,52688384173759;0;1,00596060836965;0;0
mother;1,53402139993106;0;1,17771723898021;0;1,8373691634449;0,889472264046535;2,32015109062195;0;3,82262200900476;0
single_women;3,69507971904011;0;0;0;3,63866050058913;0;4,05703702152569;0;3,63345279061862;0
young_women;0;0,897410171291516;0;0;0;0;0;0;3,89183381008535;0
young_women;2,61643917002549;0,995808926176191;0;0;3,3628138957372;1,44719626123421;0;0;0;0
young_men;2,86148307419451;0;2,6863185850374;0;4,22794523147305;0;0,5;0;0;3,98872781451267
mother;1,13491303945655;2,29656323245566;0,654918191560972;0,584867032749982;0;0;3,00471697096001;2,39055058192022;0;1,93087315858848
old_women;0,5;0;0,5;0;0;0;2,84516647916528;2,95091618571939;0;0,5
father;2,65143491218399;0;1,24771437572675;0;1,62937497935694;1,39925145283307;0,5;1,88153032533896;0;3,77097024292265
father;0;3,48504057083514;3,58705222680562;0;0;0;0,5;0;0;0
single_women;0;0;0;0;0;0;0;1,82619865533253;0;0
young_men;3,2536431128409;0;0;0;0;2,34122188405191;0;0,5;4,00049890065589;2,15296931758196
father;0;4,9183398671068;0;3,19035652428416;1,10403269068526;1,29719668407794;0;2,96911252381704;0;0
single_women;0;0,5;0;0,5;0;2,21752392510768;4,64419521188559;1,98076468262857;0;2,45881558231023
father;1,14563476161362;0;1,26242840162591;0;1,90249141161446;0;0;0;3,38272400776982;0
old_women;0,5;0;0;0;0;0;4,10609897743263;0;0;0,5
father;0;0;0;3,7291908300152;1,46758098083901;0;0,5;1,18424010005977;4,2478366481363;3,64807010006535
girls;0,5;0;0;0,5;2,00363001879474;0,5;0;2,28283518472818;0;0,5
single_women;0;0,5;0;0;3,16839672446642;3,73656140302148;4,93050960541261;0;0;0
